# ----------------------------------------
# Pagine e schermate: Titolo pagina e classe schermata
# Account: www.fierabolzano.it
# Proprietà: FieraMesse GA4
# ----------------------------------------
# 
# Tutti gli utenti
# Data di inizio: 20251101
# Data di fine: 20260609
Titolo pagina e classe schermata,Sorgente/mezzo sessione,Visualizzazioni,Utenti attivi,Visualizzazioni per utente attivo,Durata media del coinvolgimento per utente attivo,Conteggio eventi,Eventi chiave,Entrate totali
BEAM | Hospitality Gamechanger Summit,social-adv / an,19883,4010,4.958354114713217,4.4608478802992515,39882,0,0
Tickets - BEAM | Hospitality Gamechanger Summit,forniturealberghiereonline.it / referral,2,1,2,0,4,0,0
Tickets - BEAM | Hospitality Gamechanger Summit,gaia / referral,2,1,2,0,4,0,0
Tickets - BEAM | Hospitality Gamechanger Summit,it.search.yahoo.com / referral,2,1,2,158,6,0,0
Tickets - BEAM | Hospitality Gamechanger Summit,l.instagram.com / referral,2,1,2,94,4,0,0
Tickets - BEAM | Hospitality Gamechanger Summit,social-adv / Facebook_Desktop_Feed,2,1,2,26,4,0,0
Tickets - BEAM | Hospitality Gamechanger Summit,social-adv / Facebook_Mobile_Feed,2,1,2,27,4,0,0
Tickets - BEAM | Hospitality Gamechanger Summit,tt-consulting / Newsletter,2,2,1,11,3,0,0
Tickets – BEAM | Hospitality Gamechanger Summit,facebook instagram / paidsocial,2,2,1,2.5,4,0,0
Tickets – BEAM | Hospitality Gamechanger Summit,gaia / (not set),2,1,2,43,5,0,0
Tickets – BEAM | Hospitality Gamechanger Summit,pambianconews / display,2,1,2,47,4,0,0
Tyler Brûlé - BEAM | Hospitality Gamechanger Summit,localhost:3000 / referral,2,1,2,3,4,0,0
Univ.-Prof. Dr. med. Christian Sina - BEAM | Hospitality Gamechanger Summit,gaia.factory.it / referral,2,1,2,40,4,0,0
Univ.-Prof. Dr. med. Christian Sina - BEAM | Hospitality Gamechanger Summit,localhost:3000 / referral,2,1,2,4,8,0,0
Vanessa Borkmann - BEAM | Hospitality Gamechanger Summit,bing / organic,2,1,2,44,9,0,0
Vanessa Borkmann – BEAM | Hospitality Gamechanger Summit,(direct) / (none),2,2,1,2.5,4,0,0
Viktor Matic - BEAM | Hospitality Gamechanger Summit,(direct) / (none),2,1,2,48,4,0,0
Viktor Matic - BEAM | Hospitality Gamechanger Summit,newsletter / email,2,1,2,28,4,0,0
Wolfgang Töchterle - BEAM | Hospitality Gamechanger Summit,ecosia.org / organic,2,1,2,24,8,0,0
Wolfgang Töchterle - BEAM | Hospitality Gamechanger Summit,pambianconews / digitalpr,2,1,2,18,4,0,0
Workshop – BEAM | Hospitality Gamechanger Summit,l.facebook.com / referral,2,1,2,1,4,0,0
programma – BEAM | Hospitality Gamechanger Summit,(direct) / (none),2,1,2,201,8,0,0
test home rotta – BEAM | Hospitality Gamechanger Summit,(direct) / (none),2,1,2,9,8,0,0
Ambitious Ambassadors - BEAM | Hospitality Gamechanger Summit,checkout.stripe.com / referral,1,1,1,88,4,0,0
Ambitious Ambassadors - BEAM | Hospitality Gamechanger Summit,mu-messages.emailsp.com / referral,1,1,1,2,2,0,0
Ambitious Ambassadors – BEAM | Hospitality Gamechanger Summit,Brandnamic GmbH / email,1,1,1,0,1,0,0
Ambitious Ambassadors – BEAM | Hospitality Gamechanger Summit,duckduckgo / organic,1,1,1,61,2,0,0
Ambitious Ambassadors – BEAM | Hospitality Gamechanger Summit,eventsmanager.facebook.com / referral,1,1,1,6,4,0,0
Ambitious Ambassadors – BEAM | Hospitality Gamechanger Summit,facebook instagram / paidsocial,1,1,1,5,2,0,0
Ambitious Ambassadors – BEAM | Hospitality Gamechanger Summit,fb / paid,1,1,1,45,2,0,0
Ambitious Ambassadors – BEAM | Hospitality Gamechanger Summit,forniturealberghiereonline.it / referral,1,1,1,0,1,0,0
Ambitious Ambassadors – BEAM | Hospitality Gamechanger Summit,mu-messages.emailsp.com / referral,1,1,1,5,2,0,0
Ambitious Ambassadors – BEAM | Hospitality Gamechanger Summit,showsbee.com / referral,1,1,1,11,3,0,0
Ambitious Ambassadors – BEAM | Hospitality Gamechanger Summit,social-adv / Facebook_Mobile_Reels,1,1,1,27,2,0,0
Ambitious Ambassadors – BEAM | Hospitality Gamechanger Summit,tagassistant.google.com / referral,1,1,1,12,2,0,0
BEAM | Hospitality Gamechanger Summit,account.postmarkapp.com / referral,1,1,1,28,5,0,0
BEAM | Hospitality Gamechanger Summit,aefi.it / referral,1,1,1,8,36,0,0
BEAM | Hospitality Gamechanger Summit,app.asana.com / referral,1,1,1,6,3,0,0
BEAM | Hospitality Gamechanger Summit,biolife.bz / referral,1,1,1,1,4,0,0
BEAM | Hospitality Gamechanger Summit,de.wikipedia.org / referral,1,1,1,0,1,0,0
BEAM | Hospitality Gamechanger Summit,excite.com / referral,1,1,1,0,3,0,0
BEAM | Hospitality Gamechanger Summit,fb-SiteLink-2 / paid,1,1,1,0,3,0,0
BEAM | Hospitality Gamechanger Summit,gazzettadellevalli.it / display,1,1,1,0,3,0,0
BEAM | Hospitality Gamechanger Summit,geo.whr.ai / referral,1,1,1,219,30,0,0
BEAM | Hospitality Gamechanger Summit,hgv.it / referral,1,1,1,0,1,0,0
BEAM | Hospitality Gamechanger Summit,icons-search.com / referral,1,1,1,3,4,0,0
BEAM | Hospitality Gamechanger Summit,qwant.com / organic,1,1,1,65,4,0,0
BEAM | Hospitality Gamechanger Summit,sency.com / referral,1,1,1,0,3,0,0
BEAM | Hospitality Gamechanger Summit,shapewhatsnext.net / referral,1,1,1,0,3,0,0
BEAM | Hospitality Gamechanger Summit,simedia.bitrix24.de / referral,1,1,1,19,6,0,0
BEAM | Hospitality Gamechanger Summit,snucm.com / referral,1,1,1,0,3,0,0
BEAM | Hospitality Gamechanger Summit,soku.com / referral,1,1,1,0,3,0,0
BEAM | Hospitality Gamechanger Summit,tradeshow.made-in-china.com / referral,1,1,1,6,2,0,0
Become partner – BEAM | Hospitality Gamechanger Summit,l.facebook.com / referral,1,1,1,11,2,0,0
Become partner – BEAM | Hospitality Gamechanger Summit,sm_linkedin / referral,1,1,1,11,2,0,0
Boris Lebedev - BEAM | Hospitality Gamechanger Summit,(direct) / (none),1,1,1,8,2,0,0
Christian Hamerle – BEAM | Hospitality Gamechanger Summit,eventsmanager.facebook.com / referral,1,1,1,5,2,0,0
Christian Hamerle – BEAM | Hospitality Gamechanger Summit,social-adv / Instagram_Stories,1,1,1,0,1,0,0
Comunicati stampa - BEAM | Hospitality Gamechanger Summit,gaia / (not set),1,1,1,0,1,0,0
Comunicati stampa – BEAM | Hospitality Gamechanger Summit,ActiveCampaign / email,1,1,1,0,1,0,0
Dieter Frickel – BEAM | Hospitality Gamechanger Summit,(not set),1,1,1,16,3,0,0
Diventa Partner - BEAM | Hospitality Gamechanger Summit,(not set),1,1,1,56,3,0,0
Diventa Partner - BEAM | Hospitality Gamechanger Summit,gaia.factory.it / referral,1,1,1,0,1,0,0
Diventa Partner - BEAM | Hospitality Gamechanger Summit,marketingfactory.atlassian.net / referral,1,1,1,0,1,0,0
Diventa Partner - BEAM | Hospitality Gamechanger Summit,tourismut.com / referral,1,1,1,23,3,0,0
Diventa Partner – BEAM | Hospitality Gamechanger Summit,bing / organic,1,1,1,10,2,0,0
Diventa Partner – BEAM | Hospitality Gamechanger Summit,fb / paid,1,1,1,7,2,0,0
Diventa Partner – BEAM | Hospitality Gamechanger Summit,ig / social,1,1,1,0,1,0,0
Diventa Partner – BEAM | Hospitality Gamechanger Summit,social-adv / Facebook_Desktop_Feed,1,1,1,30,3,0,0
Diventa Partner – BEAM | Hospitality Gamechanger Summit,social-adv / Facebook_Mobile_Reels,1,1,1,10,2,0,0
Diventa Partner – BEAM | Hospitality Gamechanger Summit,statics.teams.cdn.office.net / referral,1,1,1,10,2,0,0
Diventa Partner – BEAM | Hospitality Gamechanger Summit,tourismut.com / referral,1,1,1,10,2,0,0
Diventa partner BEAM – BEAM | Hospitality Gamechanger Summit,social-adv / Instagram_Stories,1,1,1,84,2,0,0
Download element - BEAM | Hospitality Gamechanger Summit,advantageaustria.org / referral,1,1,1,0,1,0,0
Download element - BEAM | Hospitality Gamechanger Summit,google / organic,1,1,1,0,1,0,0
Download element – BEAM | Hospitality Gamechanger Summit,advantageaustria.org / referral,1,1,1,0,1,0,0
Download element – BEAM | Hospitality Gamechanger Summit,google / organic,1,1,1,0,1,0,0
Downloaded report” – BEAM | Hospitality Gamechanger Summit,tagassistant.google.com / referral,1,1,1,8,3,0,0
Elementor #654 – BEAM | Hospitality Gamechanger Summit,(direct) / (none),1,1,1,4,3,0,0
Footer - BEAM | Hospitality Gamechanger Summit,(direct) / (none),1,1,1,87,3,0,0
Footer - BEAM | Hospitality Gamechanger Summit,advantageaustria.org / referral,1,1,1,0,2,0,0
Footer BEAM – BEAM | Hospitality Gamechanger Summit,mu-messages.emailsp.com / referral,1,1,1,6,3,0,0
Footer EN - BEAM | Hospitality Gamechanger Summit,advantageaustria.org / referral,1,1,1,0,2,0,0
Footer EN – BEAM | Hospitality Gamechanger Summit,gaia / (not set),1,1,1,4,3,0,0
Footer EN – BEAM | Hospitality Gamechanger Summit,linkedin.com / referral,1,1,1,4,3,0,0
Footer EN – BEAM | Hospitality Gamechanger Summit,mu-messages.emailsp.com / referral,1,1,1,8,3,0,0
Footer – BEAM | Hospitality Gamechanger Summit,gaia / (not set),1,1,1,0,3,0,0
Footer – BEAM | Hospitality Gamechanger Summit,linkedin.com / referral,1,1,1,0,2,0,0
Footer – BEAM | Hospitality Gamechanger Summit,mu-messages.emailsp.com / referral,1,1,1,17,3,0,0
Header BEAM De – BEAM | Hospitality Gamechanger Summit,advantageaustria.org / referral,1,1,1,1,2,0,0
Heruntergeladener Report - BEAM | Hospitality Gamechanger Summit,(direct) / (none),1,1,1,3,2,0,0
Heruntergeladener Report – BEAM | Hospitality Gamechanger Summit,bing / organic,1,1,1,3,2,0,0
Heruntergeladener Report – BEAM | Hospitality Gamechanger Summit,linkedin.com / referral,1,1,1,1,2,0,0
Heruntergeladener Report – BEAM | Hospitality Gamechanger Summit,lnkd.in / referral,1,1,1,10,5,0,0
Heruntergeladener Report – BEAM | Hospitality Gamechanger Summit,social-adv / Facebook_Stories,1,1,1,3,2,0,0
Heruntergeladener Report – BEAM | Hospitality Gamechanger Summit,social-adv / {{placement}},1,1,1,0,2,0,0
Il 19 e 20 maggio torna BEAM a Bolzano: l’evento per i professionisti del settore Hospitality – BEAM | Hospitality Gamechanger Summit,gaia / (not set),1,1,1,21,3,0,0
Il 19 e 20 maggio torna BEAM a Bolzano: l’evento per i professionisti del settore Hospitality – BEAM | Hospitality Gamechanger Summit,linkedin.com / referral,1,1,1,21,3,0,0
Il potere della collaborazione ha acceso Bolzano: il successo di BEAM 2025 - BEAM | Hospitality Gamechanger Summit,gaia / (not set),1,1,1,8,2,0,0
Il potere della collaborazione ha acceso Bolzano: il successo di BEAM 2025 - BEAM | Hospitality Gamechanger Summit,linkedin.com / referral,1,1,1,8,2,0,0
Il potere della collaborazione ha acceso Bolzano: il successo di BEAM 2025 – BEAM | Hospitality Gamechanger Summit,ActiveCampaign / email,1,1,1,0,1,0,0
Labs - BEAM | Hospitality Gamechanger Summit,it.search.yahoo.com / referral,1,1,1,25,2,0,0
Labs - BEAM | Hospitality Gamechanger Summit,mailup / email,1,1,1,79,3,0,0
Labs – BEAM | Hospitality Gamechanger Summit,mailup / email,1,1,1,100,3,0,0
Labs – BEAM | Hospitality Gamechanger Summit,sm_linkedin / (not set),1,0,0,0,2,0,0
Martin Luible - BEAM | Hospitality Gamechanger Summit,checkout.stripe.com / referral,1,1,1,9,2,0,0
Martin Luible – BEAM | Hospitality Gamechanger Summit,tagassistant.google.com / referral,1,1,1,3,2,0,0
Moritz Dissertori - BEAM | Hospitality Gamechanger Summit,tourismut.com / referral,1,1,1,17,2,0,0
Newsletter DE - BEAM | Hospitality Gamechanger Summit,(direct) / (none),1,1,1,4,3,0,0
Newsletter ITA – BEAM | Hospitality Gamechanger Summit,(direct) / (none),1,1,1,3,2,0,0
Nils Persson – BEAM | Hospitality Gamechanger Summit,(direct) / (none),1,1,1,9,2,0,0
Page Not Found - BEAM | Hospitality Gamechanger Summit,google / cpc,1,1,1,4,2,0,0
Page not found – BEAM | Hospitality Gamechanger Summit,google / organic,1,1,1,0,1,0,0
Pagina non trovata – BEAM | Hospitality Gamechanger Summit,eventsmanager.facebook.com / referral,1,1,1,0,3,0,0
Pagina non trovata – BEAM | Hospitality Gamechanger Summit,mail.google.com / referral,1,1,1,0,1,0,0
Partecipanti - BEAM | Hospitality Gamechanger Summit,Brandnamic GmbH / email,1,1,1,30,3,0,0
Partecipanti - BEAM | Hospitality Gamechanger Summit,gaia / (not set),1,0,0,0,2,0,0
Partecipanti - BEAM | Hospitality Gamechanger Summit,sm_linkedin / (not set),1,0,0,0,2,0,0
Participants – BEAM | Hospitality Gamechanger Summit,(direct) / (none),1,1,1,0,1,0,0
Participants – BEAM | Hospitality Gamechanger Summit,google / organic,1,1,1,0,1,0,0
Partner - BEAM | Hospitality Gamechanger Summit,chatgpt.com / referral,1,1,1,4,2,0,0
Partner - BEAM | Hospitality Gamechanger Summit,forniturealberghiereonline.it / referral,1,1,1,9,4,0,0
Partner - BEAM | Hospitality Gamechanger Summit,mailup / email,1,1,1,7,3,0,0
Partner - BEAM | Hospitality Gamechanger Summit,sm_fb_insta / referral,1,1,1,12,2,0,0
Partner werden – BEAM | Hospitality Gamechanger Summit,(not set),1,1,1,0,1,0,0
Partner werden – BEAM | Hospitality Gamechanger Summit,l.facebook.com / referral,1,1,1,0,1,0,0
Partner werden – BEAM | Hospitality Gamechanger Summit,l.instagram.com / referral,1,1,1,0,1,0,0
Partner – BEAM | Hospitality Gamechanger Summit,Brandnamic GmbH / email,1,1,1,12,2,0,0
Partner – BEAM | Hospitality Gamechanger Summit,duckduckgo / organic,1,1,1,17,3,0,0
Partner – BEAM | Hospitality Gamechanger Summit,sm_linkedin / (not set),1,1,1,31,5,0,0
Partner – BEAM | Hospitality Gamechanger Summit,sm_linkedin / referral,1,1,1,17,3,0,0
Partner – BEAM | Hospitality Gamechanger Summit,social-adv / Facebook_Mobile_Feed,1,1,1,21,3,0,0
Partner – BEAM | Hospitality Gamechanger Summit,tagassistant.google.com / referral,1,1,1,20,2,0,0
Report - BEAM | Hospitality Gamechanger Summit,chatgpt.com / referral,1,1,1,2,3,0,0
Report - BEAM | Hospitality Gamechanger Summit,tourismut.com / referral,1,1,1,19,4,0,0
Report – BEAM | Hospitality Gamechanger Summit,chatgpt.com / (not set),1,1,1,11,3,0,0
Report – BEAM | Hospitality Gamechanger Summit,gaia / (not set),1,1,1,2,2,0,0
Report – BEAM | Hospitality Gamechanger Summit,urlsand.esvalabs.com / referral,1,1,1,32,2,0,0
Sabine Rogg – BEAM | Hospitality Gamechanger Summit,bing / organic,1,1,1,10,5,0,0
Social - BEAM | Hospitality Gamechanger Summit,facebook instagram / paidsocial,1,1,1,112,3,0,0
Social - BEAM | Hospitality Gamechanger Summit,mu-messages.emailsp.com / referral,1,1,1,112,3,0,0
Social - BEAM | Hospitality Gamechanger Summit,sm_linkedin / (not set),1,1,1,0,3,0,0
Social – BEAM | Hospitality Gamechanger Summit,bing / organic,1,1,1,3,3,0,0
Social – BEAM | Hospitality Gamechanger Summit,checkout.stripe.com / referral,1,1,1,3,3,0,0
Teilnehmende - BEAM | Hospitality Gamechanger Summit,(not set),1,1,1,37,2,0,0
Thomas Aichner  - BEAM | Hospitality Gamechanger Summit,tourismut.com / referral,1,1,1,20,2,0,0
Thomas Aichner  – BEAM | Hospitality Gamechanger Summit,tourismut.com / referral,1,1,1,5,2,0,0
Thomas Mur - BEAM | Hospitality Gamechanger Summit,google / organic,1,1,1,13,2,0,0
Thomas Mur - BEAM | Hospitality Gamechanger Summit,tourismut.com / referral,1,1,1,13,2,0,0
Thomas Ortler – BEAM | Hospitality Gamechanger Summit,tourismut.com / referral,1,1,1,5,2,0,0
Tickets - BEAM | Hospitality Gamechanger Summit,falstaff.com / referral,1,1,1,109,3,0,0
Tickets - BEAM | Hospitality Gamechanger Summit,mailup / email,1,1,1,79,2,0,0
Tickets – BEAM | Hospitality Gamechanger Summit,fb / paid,1,1,1,37,3,0,0
Tickets – BEAM | Hospitality Gamechanger Summit,forniturealberghiereonline.it / referral,1,1,1,40,2,0,0
Tickets – BEAM | Hospitality Gamechanger Summit,forumfutureeconomy / email,1,1,1,0,1,0,0
Tickets – BEAM | Hospitality Gamechanger Summit,hoteldomani / display,1,1,1,0,1,0,0
Tickets – BEAM | Hospitality Gamechanger Summit,ig / social,1,1,1,21,3,0,0
Tickets – BEAM | Hospitality Gamechanger Summit,sm_linkedin / referral,1,1,1,76,4,0,0
Tickets – BEAM | Hospitality Gamechanger Summit,social-adv / Faceb...,1,1,1,16,5,0,0
Tickets – BEAM | Hospitality Gamechanger Summit,social-adv / Facebook_Mobile_Reels,1,1,1,0,1,0,0
Viktor Matic - BEAM | Hospitality Gamechanger Summit,google / organic,1,1,1,40,2,0,0
Viktor Matic - BEAM | Hospitality Gamechanger Summit,tourismut.com / referral,1,1,1,40,2,0,0
Viktor Matic – BEAM | Hospitality Gamechanger Summit,(not set),1,1,1,5,2,0,0
Viktor Matic – BEAM | Hospitality Gamechanger Summit,linkedin.com / referral,1,1,1,4,2,0,0
Wolfgang Töchterle - BEAM | Hospitality Gamechanger Summit,google / organic,1,1,1,15,2,0,0
Wolfgang Töchterle - BEAM | Hospitality Gamechanger Summit,tourismut.com / referral,1,1,1,15,2,0,0
Wolfgang Töchterle – BEAM | Hospitality Gamechanger Summit,advantageaustria.org / referral,1,1,1,3,2,0,0
Workshop – BEAM | Hospitality Gamechanger Summit,facebook instagram / paidsocial,1,1,1,76,5,0,0
Workshop – BEAM | Hospitality Gamechanger Summit,lnkd.in / referral,1,1,1,823,3,0,0
Workshop – BEAM | Hospitality Gamechanger Summit,mailup / email,1,0,0,0,2,0,0
Workshop – BEAM | Hospitality Gamechanger Summit,mu-messages.emailsp.com / referral,1,1,1,76,5,0,0
Workshop – BEAM | Hospitality Gamechanger Summit,tourismut.com / referral,1,0,0,0,2,0,0
ambassador - BEAM | Hospitality Gamechanger Summit,advantageaustria.org / referral,1,1,1,4,2,0,0
ambassador - BEAM | Hospitality Gamechanger Summit,google / organic,1,1,1,5,2,0,0
Become a Partner – BEAM | Hospitality Gamechanger Summit,ig / social,0,1,0,13,1,0,0
Bericht – BEAM | Hospitality Gamechanger Summit,linkedin.com / referral,0,1,0,17,1,0,0
Biglietti - BEAM | Hospitality Gamechanger Summit,google / organic,0,1,0,80,2,0,0
Die Kraft der Zusammenarbeit hat Bozen entfacht: der Erfolg von BEAM 2025 – BEAM | Hospitality Gamechanger Summit,(direct) / (none),0,1,0,4,1,0,0
Die Kraft der Zusammenarbeit hat Bozen entfacht: der Erfolg von BEAM 2025 – BEAM | Hospitality Gamechanger Summit,ActiveCampaign / email,0,1,0,4,1,0,0
Diventa Partner – BEAM | Hospitality Gamechanger Summit,gaia.factory.it / referral,0,0,0,0,2,0,0
Martin Luible - BEAM | Hospitality Gamechanger Summit,localhost:3000 / referral,0,1,0,0,4,0,0
Participants - BEAM | Hospitality Gamechanger Summit,showsbee.com / referral,0,1,0,0,4,0,0
Pressemitteilungen – BEAM | Hospitality Gamechanger Summit,(direct) / (none),0,1,0,8,1,0,0
Pressemitteilungen – BEAM | Hospitality Gamechanger Summit,ActiveCampaign / email,0,1,0,8,1,0,0
Sozial – BEAM | Hospitality Gamechanger Summit,(direct) / (none),0,1,0,22,6,0,0
Teilnehmer - BEAM | Hospitality Gamechanger Summit,bing / organic,0,1,0,20,2,0,0
Torne-se um parceiro – BEAM | Hospitality Gamechanger Summit,l.facebook.com / referral,0,1,0,16,2,0,0
